Mod,Installation,Type,Tested,Notes 1,Notes 2,URL,Target MC,Server Status,Server File,Client Package,Last Tested,Resolved Source,Migration Notes
Tree Seeds,Client Only,Resource Pack,OK,,,https://www.curseforge.com/minecraft/texture-packs/tree-seeds/files/all?page=1&pageSize=20,26.1,Client-only: included,client-package/resourcepacks/TreeSeeds-v26.1.zip,Included,2026-06-03,CurseForge stable resource-pack file 7825016,"Texture/resource pack, not installed on the server. Copied stable 26.1 resource pack zip to client-package/resourcepacks for the macOS client bundle."
Trek,Skipped,Data Pack,Skip,,,https://www.curseforge.com/minecraft/data-packs/trek/files/all?page=1&pageSize=20,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 1233784,CurseForge API returned no stable datapack files for Minecraft 26.1.2 or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
Tropicraft,Server & Client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/tropicraft/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,OK,Tropicraft-9.10.0.jar,Included,2026-06-03,CurseForge stable release file 7951705,"Boot test row285_tropicraft reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines. Tropicraft dimension saved cleanly during shutdown. Jar metadata declares side=BOTH, so copied to client package."
Turret,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/ultimate-plane-mod/files/all?page=1&pageSize=20,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 414049,Tracker name is Turret but URL points to Ultimate Plane Mod. CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
Twilight Treehouses,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/twilight-treehouses/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 1227052,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
Ultimate Car Mod,Server & Client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/ultimate-car-mod/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,OK,car-neoforge-1.0.49+26.1.2.jar,Included,2026-06-03,CurseForge beta release file 7970765; relation type 2 integrations not installed,"Recovered in broad relaxed scan under beta policy. Boot test row288_ultimatecar_relaxed reached Done without optional relation type 2 integrations (Ultimate Plane Mod, JEI, Jade); included in the Mac client package. Imported from SQLite URL batch 20260603-next-batch-2 on 2026-06-03."
Ultimate Plane Mod,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/ultimate-plane-mod/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 414049,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later. Duplicate rows collapsed into this clean view: original sheet rows 290.
Underground Rivers,Server & Client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/underground-rivers/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,OK,underground-rivers-1.0.2-neoforge-26.1.jar,Included,2026-06-03,CurseForge stable release file 7843919,"Boot test row291_underground_rivers reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines. Jar metadata declares side=BOTH, so copied to client package."
Underground Villages,Failed,Mod,Log Error,,,https://www.curseforge.com/minecraft/mc-mods/underground-villages/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Rejected: Ruins integration error,mods.failed/row292_undergroundvillages_final_reject/UndergroundVillages-neoforge-26.1.2-11.0.0.jar,Not included,2026-06-03,CurseForge stable release file 7936881,"Fresh-world individual retest briefly passed, but final_relaxed_active_set reproduced the RuinsMod NullPointerException translating minecraft:water. Removed from active set and client package. Imported from SQLite URL batch 20260603-next-batch-2 on 2026-06-03. Duplicate rows collapsed into this clean view: original sheet rows 293."
Underwater Village - Oceanic Structures,Server & Client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/underwater-village/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,OK,underwater_village-1.0.0-Neoforge-26.1.2.jar,Included,2026-06-03,CurseForge stable release file 7952425,"Boot test row294_underwater_village reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines. Jar metadata declares side=BOTH, so it was copied to the client package. Imported from SQLite URL batch 20260603-next-batch-2 on 2026-06-03."
Undopia 3D Ladder,Skipped,Resource Pack,Skip,,,https://www.curseforge.com/minecraft/texture-packs/undopia-3d-ladder/files/all?page=1&pageSize=20,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 1116423,CurseForge API returned no stable 26.1.x files for Undopia 3D Ladder. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
Unnamed Desert,Skipped,Data Pack,Skip,,,https://modrinth.com/datapack/unnamed-desert/versions?l=neoforge,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,Modrinth project unnamed-desert,"Modrinth API returned no stable NeoForge files for Minecraft 26.1.2, 26.1.1, or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later."
Unnamed Sea,Skipped,Mod,Skip,,,https://modrinth.com/mod/unnamed-sea/versions?l=neoforge,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,Modrinth project unnamed-sea,"Modrinth API returned no stable NeoForge files for Minecraft 26.1.2, 26.1.1, or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later."
Untitled Duck Mod,Server & Client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/untitled-duck-mod-forge/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,OK,untitledduckmod-neoforge-26.1.2-1.5.6.jar,Included,2026-06-03,CurseForge stable release file 8062452,"Boot test row298_untitled_duck reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines. Jar metadata declares side=BOTH, so it was copied to the client package. Imported from SQLite URL batch 20260603-next-batch-2 on 2026-06-03."
Unusual Fish Mod,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/unusual-fish-mod/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 568300,"CurseForge API returned no stable NeoForge files for Minecraft 26.1.2, 26.1.1, or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later."
Useful Railroads,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/useful-railroads/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 306475,"CurseForge API returned no stable NeoForge files for Minecraft 26.1.2, 26.1.1, or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later."
Valarian Conquest,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/valarian-conquest/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 960209,"CurseForge API returned no stable NeoForge files for Minecraft 26.1.2, 26.1.1, or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later."
Valhelsia Furniture,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/valhelsia-furniture/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 694349,"CurseForge API returned no stable NeoForge files for Minecraft 26.1.2, 26.1.1, or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later."
Valhelsia Structures,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/valhelsia-structures/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 347488,"CurseForge API returned no stable NeoForge files for Minecraft 26.1.2, 26.1.1, or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later."
Variants&Ventures,Server & Client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/variants-and-ventures/files/all?page=1&pageSize=20,26.1.2,OK,variantsandventures-neoforge-1.0.25+mc26.1.2.jar,Included,2026-06-03,CurseForge stable release file 8153217,"Boot test row304_variants_ventures reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines. Jar metadata declares side=BOTH, so it was copied to the client package. Imported from SQLite URL batch 20260603-next-batch-2 on 2026-06-03."
Villager Guards,Server & Client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/villager-guards/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,OK,villager-guards-v1.15.jar,Included,2026-06-03,CurseForge stable release file 7145855,"Boot test row305_villager_guards reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines. Jar metadata exposes environment=*, so it was copied to the client package. Imported from SQLite URL batch 20260603-next-batch-2 on 2026-06-03."
VillagerConfig,Server & Client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/villagerconfig/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,OK,villagerconfig-neoforge-4.5.6+26.1.2-all.jar,Included,2026-06-03,CurseForge stable release file 8078959,"Boot test row306_villagerconfig reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines. Jar metadata declares side=BOTH, so it was copied to the client package."
Villages&Pillages,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/villages-and-pillages/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 915531,"CurseForge API returned no stable NeoForge files for Minecraft 26.1.2, 26.1.1, or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later."
Waifucraft,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/waifucraft/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 618506,"CurseForge API returned no stable NeoForge files for Minecraft 26.1.2, 26.1.1, or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later."
Water Balloon,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/water-balloon/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 1037173,"CurseForge API returned no stable NeoForge files for Minecraft 26.1.2, 26.1.1, or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later."
Waystone Towers,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/waystone-towers/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 686392,"CurseForge API returned no stable NeoForge files for Minecraft 26.1.2, 26.1.1, or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later."
WealthyAndGrowth,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/wealthyandgrowth/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 704047,"CurseForge API returned no stable NeoForge files for Minecraft 26.1.2, 26.1.1, or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later."
Whisperer's Jungle Temple,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/whisperers-jungle-temple/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 978752,"CurseForge API returned no stable NeoForge files for Minecraft 26.1.2, 26.1.1, or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later."
Womp's Shellfish Mod,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/womps-shellfish-mod/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 897290,"CurseForge API returned no stable NeoForge files for Minecraft 26.1.2, 26.1.1, or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later."
YDM's Allay,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/ydms-allay/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 538828,"CurseForge API returned no stable NeoForge files for Minecraft 26.1.2, 26.1.1, or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later."
YDM's Red Panda,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/ydms-red-panda/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 623035,"CurseForge API returned no stable NeoForge files for Minecraft 26.1.2, 26.1.1, or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later."
YDM's Scorpions,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/ydms-scorpions/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 577807,"CurseForge API returned no stable NeoForge files for Minecraft 26.1.2, 26.1.1, or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later. Duplicate rows collapsed into this clean view: original sheet rows 317."
Yeehaw Towns!,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/yeehaw-towns/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 1078314,"CurseForge API returned no stable NeoForge files for Minecraft 26.1.2, 26.1.1, or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later."
